Year,Car,Sale Type,Fuel Type,Transmission,Unit Price (USD),Units Sold,Revenue (USD),Budget
01-02-2021,Car2,Direct Sale,Petrol,Manual,72031.82,1,72031.82,51142.5922
01-02-2021,Car1,Pre Book,Petrol,Manual,59652.48,5,298262.4,44142.8352
02-02-2021,Car2,Third Party,Diesel,Manual,33115.26,2,66230.52,24836.445
02-02-2021,Car1,Third Party,Diesel,Automatic,57673.74,5,288368.7,40948.3554
02-02-2021,Car2,Pre Book,Diesel,Automatic,54432.78,5,272163.9,36469.9626
02-02-2021,Car2,Direct Sale,Petrol,Automatic,88767.54,1,88767.54,60361.9272
02-02-2021,Car1,Third Party,Petrol,Manual,49377.26,5,246886.3,33576.5368
03-02-2021,Car3,Third Party,Diesel,Automatic,77733.16,5,388665.8,54413.212
03-02-2021,Car3,Third Party,Diesel,Manual,22905.4,3,68716.2,14430.402
03-02-2021,Car3,Third Party,Diesel,Manual,58609.05,5,293045.25,39854.154
03-02-2021,Car1,Third Party,Petrol,Automatic,78068.15,5,390340.75,48402.253
03-02-2021,Car3,Pre Book,Petrol,Automatic,74668.38,3,224005.14,52267.866
04-02-2021,Car2,Third Party,Diesel,Manual,49555.02,3,148665.06,35184.0642
04-02-2021,Car2,Direct Sale,Diesel,Manual,28175.41,4,112701.64,21131.5575
04-02-2021,Car3,Third Party,Diesel,Manual,87276.39,5,436381.95,63711.7647
04-02-2021,Car2,Third Party,Diesel,Manual,60819.48,5,304097.4,45006.4152
04-02-2021,Car1,Third Party,Petrol,Automatic,88295.99,3,264887.97,61807.193
04-02-2021,Car3,Third Party,Petrol,Manual,84305.47,1,84305.47,51426.3367
04-02-2021,Car2,Third Party,Petrol,Automatic,56575.31,5,282876.55,40168.4701
04-02-2021,Car3,Third Party,Petrol,Manual,62155.05,5,310775.25,46616.2875
04-02-2021,Car1,Pre Book,Petrol,Manual,21629.77,2,43259.54,16006.0298
05-02-2021,Car3,Direct Sale,Diesel,Automatic,58745.71,3,176237.13,42884.3683
05-02-2021,Car1,Direct Sale,Petrol,Manual,84518.73,3,253556.19,51556.4253
05-02-2021,Car1,Third Party,Petrol,Manual,18698.17,2,37396.34,13836.6458
05-02-2021,Car2,Pre Book,Petrol,Manual,49335.37,4,197341.48,33548.0516
06-02-2021,Car1,Direct Sale,Diesel,Automatic,30281.66,5,151408.3,21802.7952
06-02-2021,Car3,Pre Book,Diesel,Manual,64403.82,4,257615.28,45726.7122
06-02-2021,Car3,Direct Sale,Diesel,Automatic,80907.69,3,242723.07,52589.9985
06-02-2021,Car3,Third Party,Petrol,Manual,83207.21,5,416036.05,50756.3981
06-02-2021,Car1,Direct Sale,Petrol,Manual,53024.97,3,159074.91,38708.2281
07-02-2021,Car3,Pre Book,Diesel,Automatic,19194.48,2,38388.96,13244.1912
07-02-2021,Car2,Third Party,Diesel,Automatic,20611.59,5,103057.95,14634.2289
07-02-2021,Car1,Direct Sale,Diesel,Manual,84319.07,4,337276.28,56493.7769
07-02-2021,Car2,Pre Book,Diesel,Manual,18844.76,2,37689.52,12625.9892
07-02-2021,Car3,Pre Book,Diesel,Automatic,77739.82,2,155479.64,48198.6884
07-02-2021,Car2,Direct Sale,Diesel,Manual,86688.24,1,86688.24,58948.0032
07-02-2021,Car1,Direct Sale,Petrol,Manual,53675.74,5,268378.7,40256.805
08-02-2021,Car3,Direct Sale,Diesel,Automatic,69091.84,3,207275.52,51818.88
08-02-2021,Car3,Pre Book,Petrol,Automatic,62673.4,2,125346.8,45124.848
08-02-2021,Car1,Third Party,Petrol,Manual,31372.73,4,125490.92,19764.8199
09-02-2021,Car2,Pre Book,Diesel,Automatic,48503.59,2,97007.18,32497.4053
09-02-2021,Car2,Pre Book,Diesel,Manual,28783.85,5,143919.25,19285.1795
09-02-2021,Car1,Pre Book,Petrol,Automatic,47221.71,1,47221.71,31166.3286
09-02-2021,Car2,Pre Book,Petrol,Automatic,60185.19,1,60185.19,43333.3368
09-02-2021,Car1,Direct Sale,Petrol,Automatic,69768.69,5,348843.45,48838.083
10-02-2021,Car2,Direct Sale,Diesel,Manual,19079.31,3,57237.93,13927.8963
10-02-2021,Car1,Pre Book,Diesel,Manual,77958.99,3,233876.97,52232.5233
10-02-2021,Car3,Pre Book,Diesel,Automatic,70620.2,3,211860.6,52965.15
10-02-2021,Car3,Pre Book,Diesel,Automatic,78315.92,2,156631.84,57953.7808
10-02-2021,Car1,Direct Sale,Petrol,Automatic,51677.68,4,206710.72,32556.9384
10-02-2021,Car1,Third Party,Petrol,Manual,19688.02,2,39376.04,12403.4526
11-02-2021,Car3,Third Party,Diesel,Automatic,67603.75,3,202811.25,42590.3625
11-02-2021,Car1,Third Party,Diesel,Manual,19033.65,2,38067.3,11800.863
11-02-2021,Car2,Pre Book,Diesel,Manual,70143.84,2,140287.68,51205.0032
11-02-2021,Car1,Pre Book,Petrol,Automatic,31403.24,5,157016.2,19155.9764
11-02-2021,Car3,Pre Book,Petrol,Manual,36210.08,3,108630.24,24260.7536
11-02-2021,Car3,Third Party,Petrol,Automatic,87782.89,2,175565.78,55303.2207
11-02-2021,Car3,Direct Sale,Petrol,Manual,38414.23,2,76828.46,23816.8226
11-02-2021,Car2,Direct Sale,Petrol,Automatic,28116.3,4,112465.2,19400.247
12-02-2021,Car1,Direct Sale,Diesel,Automatic,27188.33,1,27188.33,17400.5312
12-02-2021,Car1,Pre Book,Diesel,Manual,37339.45,4,149357.8,26884.404
12-02-2021,Car2,Pre Book,Diesel,Automatic,63419.69,3,190259.07,40588.6016
12-02-2021,Car2,Pre Book,Petrol,Automatic,62222.13,5,311110.65,41066.6058
13-02-2021,Car1,Pre Book,Diesel,Manual,46189.6,3,138568.8,30023.24
13-02-2021,Car3,Third Party,Diesel,Automatic,62618,3,187854,37570.8
13-02-2021,Car2,Pre Book,Diesel,Manual,87589.84,3,262769.52,56057.4976
13-02-2021,Car2,Pre Book,Petrol,Automatic,80368.94,3,241106.82,56258.258
14-02-2021,Car2,Pre Book,Diesel,Manual,31929.58,1,31929.58,21392.8186
14-02-2021,Car1,Third Party,Diesel,Manual,65997.88,1,65997.88,49498.41
14-02-2021,Car3,Third Party,Petrol,Manual,69526.39,4,278105.56,43801.6257
14-02-2021,Car3,Pre Book,Petrol,Automatic,68855.11,3,206565.33,50952.7814
15-02-2021,Car1,Third Party,Diesel,Automatic,53421.36,5,267106.8,38997.5928
15-02-2021,Car3,Pre Book,Diesel,Automatic,89258.16,2,178516.32,53554.896
15-02-2021,Car3,Pre Book,Diesel,Manual,61497.64,2,122995.28,37513.5604
15-02-2021,Car2,Third Party,Diesel,Manual,77732.98,2,155465.96,49749.1072
15-02-2021,Car1,Third Party,Diesel,Manual,27551.78,5,137758.9,17082.1036
15-02-2021,Car3,Third Party,Diesel,Automatic,81614.35,4,326457.4,53049.3275
15-02-2021,Car1,Third Party,Petrol,Automatic,86431.15,3,259293.45,63959.051
15-02-2021,Car2,Third Party,Petrol,Manual,67035.42,4,268141.68,49606.2108
16-02-2021,Car1,Pre Book,Diesel,Manual,82069.88,3,246209.64,53345.422
16-02-2021,Car2,Pre Book,Diesel,Manual,31434.45,2,62868.9,20432.3925
16-02-2021,Car1,Third Party,Diesel,Manual,82179.48,4,328717.92,60812.8152
16-02-2021,Car3,Direct Sale,Petrol,Automatic,46979.88,4,187919.52,33355.7148
16-02-2021,Car1,Direct Sale,Petrol,Manual,18823.12,2,37646.24,13740.8776
17-02-2021,Car3,Pre Book,Diesel,Manual,24418.66,1,24418.66,15872.129
17-02-2021,Car1,Third Party,Diesel,Automatic,82129.25,2,164258.5,52562.72
17-02-2021,Car2,Pre Book,Petrol,Automatic,57255.63,5,286278.15,36643.6032
17-02-2021,Car2,Pre Book,Petrol,Automatic,16077.97,2,32155.94,10289.9008
18-02-2021,Car1,Third Party,Diesel,Automatic,47275.74,1,47275.74,32147.5032
18-02-2021,Car2,Direct Sale,Diesel,Manual,40857.73,4,163430.92,24514.638
18-02-2021,Car2,Direct Sale,Diesel,Automatic,29245.11,4,116980.44,20471.577
19-02-2021,Car2,Third Party,Diesel,Manual,23609.77,3,70829.31,16999.0344
19-02-2021,Car1,Third Party,Petrol,Automatic,42255.29,2,84510.58,25353.174
19-02-2021,Car2,Pre Book,Petrol,Manual,80555.38,4,322221.52,49944.3356
19-02-2021,Car3,Pre Book,Petrol,Manual,73830.41,1,73830.41,44298.246
20-02-2021,Car1,Pre Book,Diesel,Automatic,67570.15,2,135140.3,50001.911
20-02-2021,Car1,Pre Book,Diesel,Automatic,28094.24,2,56188.48,17418.4288
20-02-2021,Car3,Direct Sale,Diesel,Manual,49733.6,5,248668,35310.856
20-02-2021,Car2,Direct Sale,Petrol,Automatic,32861,3,98583,23331.31
20-02-2021,Car3,Third Party,Petrol,Automatic,79559.92,5,397799.6,57283.1424
20-02-2021,Car3,Third Party,Petrol,Manual,21297.19,2,42594.38,13204.2578
20-02-2021,Car1,Pre Book,Petrol,Manual,49785.74,3,149357.22,30369.3014
21-02-2021,Car1,Pre Book,Diesel,Manual,33815.93,2,67631.86,21642.1952
21-02-2021,Car2,Direct Sale,Diesel,Automatic,32007.95,2,64015.9,20165.0085
21-02-2021,Car2,Third Party,Diesel,Automatic,46500.83,3,139502.49,32085.5727
21-02-2021,Car2,Third Party,Petrol,Manual,32785.83,4,131143.32,22950.081
21-02-2021,Car1,Third Party,Petrol,Automatic,23103.34,2,46206.68,16403.3714
21-02-2021,Car2,Direct Sale,Petrol,Manual,69208.85,1,69208.85,46369.9295
22-02-2021,Car3,Direct Sale,Diesel,Manual,78323.61,3,234970.83,50127.1104
22-02-2021,Car3,Third Party,Diesel,Manual,48956.58,2,97913.16,32311.3428
22-02-2021,Car1,Pre Book,Diesel,Manual,76573.58,3,229720.74,53601.506
22-02-2021,Car3,Direct Sale,Diesel,Manual,48462.78,4,193851.12,36347.085
22-02-2021,Car2,Third Party,Petrol,Manual,35396.59,3,106189.77,22299.8517
22-02-2021,Car2,Pre Book,Petrol,Automatic,44385.82,2,88771.64,29738.4994
22-02-2021,Car3,Direct Sale,Petrol,Manual,46027.95,1,46027.95,34060.683
22-02-2021,Car1,Pre Book,Petrol,Automatic,59479.21,5,297396.05,41635.447
23-02-2021,Car1,Third Party,Diesel,Manual,26002.13,2,52004.26,19241.5762
23-02-2021,Car1,Pre Book,Diesel,Manual,21530.34,1,21530.34,14640.6312
23-02-2021,Car2,Pre Book,Diesel,Manual,21556.26,4,86225.04,15736.0698
23-02-2021,Car3,Third Party,Diesel,Automatic,18583.6,4,74334.4,11335.996
23-02-2021,Car3,Third Party,Petrol,Automatic,26019.14,2,52038.28,17432.8238
23-02-2021,Car1,Pre Book,Petrol,Automatic,41308.32,1,41308.32,26437.3248
24-02-2021,Car1,Pre Book,Diesel,Manual,63906.98,5,319534.9,42817.6766
24-02-2021,Car1,Third Party,Diesel,Manual,60444.46,4,241777.84,42311.122
24-02-2021,Car2,Third Party,Diesel,Manual,61899.76,1,61899.76,39615.8464
24-02-2021,Car2,Direct Sale,Petrol,Automatic,50196.39,5,250981.95,34133.5452
24-02-2021,Car1,Pre Book,Petrol,Manual,20070.36,2,40140.72,14049.252
24-02-2021,Car3,Direct Sale,Petrol,Manual,68449.92,3,205349.76,41754.4512
24-02-2021,Car3,Pre Book,Petrol,Automatic,77794.73,5,388973.65,47454.7853
25-02-2021,Car1,Direct Sale,Diesel,Automatic,59100.03,1,59100.03,40188.0204
25-02-2021,Car2,Third Party,Diesel,Manual,29736.52,1,29736.52,21707.6596
25-02-2021,Car3,Direct Sale,Diesel,Manual,58897.26,2,117794.52,41817.0546
25-02-2021,Car3,Direct Sale,Diesel,Automatic,57697.87,2,115395.74,37503.6155
25-02-2021,Car1,Third Party,Petrol,Automatic,86915.39,5,434576.95,54756.6957
25-02-2021,Car3,Direct Sale,Petrol,Manual,16250.37,5,81251.85,10400.2368
26-02-2021,Car3,Pre Book,Diesel,Automatic,75073.55,5,375367.75,56305.1625
26-02-2021,Car1,Pre Book,Diesel,Manual,61704.92,1,61704.92,45661.6408
26-02-2021,Car2,Pre Book,Diesel,Manual,40175.54,4,160702.16,30131.655
26-02-2021,Car1,Direct Sale,Diesel,Manual,46959.09,3,140877.27,31462.5903
26-02-2021,Car3,Third Party,Diesel,Manual,25297.5,2,50595,17961.225
26-02-2021,Car2,Pre Book,Diesel,Manual,56549.49,5,282747.45,40150.1379
26-02-2021,Car2,Third Party,Diesel,Automatic,72476.35,2,144952.7,52907.7355
26-02-2021,Car3,Pre Book,Petrol,Automatic,61954.1,3,185862.3,46465.575
27-02-2021,Car2,Pre Book,Diesel,Manual,75382.3,5,376911.5,47490.849
27-02-2021,Car2,Third Party,Diesel,Automatic,84762.39,4,339049.56,55095.5535
27-02-2021,Car3,Direct Sale,Diesel,Manual,86404.68,4,345618.72,61347.3228
27-02-2021,Car2,Pre Book,Petrol,Automatic,73526.09,5,367630.45,45586.1758
27-02-2021,Car3,Third Party,Petrol,Automatic,31729.65,2,63459.3,19037.79
27-02-2021,Car1,Direct Sale,Petrol,Manual,70194.03,5,350970.15,47030.0001
28-02-2021,Car1,Direct Sale,Diesel,Manual,33471.45,3,100414.35,22760.586
28-02-2021,Car2,Direct Sale,Petrol,Manual,27027.41,5,135137.05,17838.0906
01-03-2021,Car3,Direct Sale,Diesel,Automatic,53167.06,2,106334.12,38280.2832
01-03-2021,Car1,Pre Book,Diesel,Manual,39466.54,1,39466.54,25653.251
01-03-2021,Car2,Pre Book,Diesel,Automatic,53586.72,1,53586.72,33223.7664
01-03-2021,Car1,Third Party,Petrol,Automatic,32769.3,1,32769.3,23266.203
02-03-2021,Car3,Pre Book,Diesel,Manual,36252.31,3,108756.93,26464.1863
02-03-2021,Car2,Third Party,Petrol,Automatic,84647.29,4,338589.16,54174.2656
02-03-2021,Car2,Pre Book,Petrol,Automatic,64980.55,1,64980.55,39638.1355
02-03-2021,Car3,Direct Sale,Petrol,Manual,47166.33,3,141498.99,34431.4209
02-03-2021,Car2,Third Party,Petrol,Manual,65428.79,1,65428.79,43837.2893
02-03-2021,Car2,Pre Book,Petrol,Automatic,62303.81,3,186911.43,44858.7432
02-03-2021,Car1,Direct Sale,Petrol,Automatic,62010.2,5,310051,42787.038
02-03-2021,Car1,Third Party,Petrol,Manual,58289,5,291445,36139.18
02-03-2021,Car2,Third Party,Petrol,Manual,44150.61,5,220753.05,27814.8843
03-03-2021,Car2,Pre Book,Diesel,Manual,54874.58,5,274372.9,33473.4938
03-03-2021,Car2,Direct Sale,Diesel,Manual,46858.75,1,46858.75,32332.5375
03-03-2021,Car2,Third Party,Diesel,Automatic,47646.95,3,142940.85,32399.926
03-03-2021,Car3,Third Party,Diesel,Manual,74813.55,2,149627.1,47132.5365
03-03-2021,Car1,Pre Book,Petrol,Automatic,72217,1,72217,53440.58
03-03-2021,Car2,Direct Sale,Petrol,Automatic,54457.05,4,217828.2,33218.8005
03-03-2021,Car3,Direct Sale,Petrol,Manual,43879.35,4,175517.4,29837.958
04-03-2021,Car3,Pre Book,Diesel,Automatic,25341.4,2,50682.8,15711.668
04-03-2021,Car3,Direct Sale,Diesel,Automatic,80981.43,1,80981.43,60736.0725
04-03-2021,Car2,Direct Sale,Petrol,Manual,25281.71,1,25281.71,17444.3799
05-03-2021,Car1,Third Party,Diesel,Automatic,38680.76,5,193403.8,23595.2636
05-03-2021,Car2,Direct Sale,Diesel,Manual,48995.06,5,244975.3,36746.295
05-03-2021,Car1,Third Party,Petrol,Manual,46945.33,3,140835.99,35208.9975
05-03-2021,Car2,Pre Book,Petrol,Automatic,62226.27,1,62226.27,44180.6517
05-03-2021,Car3,Third Party,Petrol,Automatic,48112.79,1,48112.79,32235.5693
05-03-2021,Car1,Pre Book,Petrol,Manual,85090.79,2,170181.58,51905.3819
05-03-2021,Car2,Direct Sale,Petrol,Automatic,47148.32,5,235741.6,32060.8576
05-03-2021,Car3,Pre Book,Petrol,Manual,59835.6,4,239342.4,43679.988
06-03-2021,Car2,Pre Book,Petrol,Manual,50569.13,5,252845.65,35904.0823
06-03-2021,Car3,Pre Book,Petrol,Manual,55165.69,2,110331.38,35857.6985
07-03-2021,Car2,Direct Sale,Diesel,Automatic,79314.8,3,237944.4,49175.176
07-03-2021,Car1,Third Party,Diesel,Manual,22969.94,2,45939.88,16308.6574
07-03-2021,Car2,Pre Book,Diesel,Automatic,87332.41,5,436662.05,55019.4183
07-03-2021,Car1,Pre Book,Petrol,Automatic,60859.77,3,182579.31,38950.2528
07-03-2021,Car2,Pre Book,Petrol,Automatic,36672.64,5,183363.2,22370.3104
07-03-2021,Car1,Direct Sale,Petrol,Automatic,71733.83,1,71733.83,44474.9746
08-03-2021,Car3,Direct Sale,Diesel,Manual,70855.25,1,70855.25,43221.7025
08-03-2021,Car3,Third Party,Diesel,Manual,40571.09,4,162284.36,29211.1848
08-03-2021,Car2,Pre Book,Diesel,Manual,28629.25,4,114517,17177.55
08-03-2021,Car1,Direct Sale,Diesel,Manual,54728.55,5,273642.75,36668.1285
08-03-2021,Car2,Direct Sale,Diesel,Manual,37696.74,3,113090.22,27141.6528
08-03-2021,Car2,Pre Book,Petrol,Automatic,32023.39,3,96070.17,22096.1391
08-03-2021,Car2,Third Party,Petrol,Manual,40679.63,1,40679.63,30102.9262
08-03-2021,Car3,Direct Sale,Petrol,Manual,35858.41,1,35858.41,26893.8075
08-03-2021,Car3,Direct Sale,Petrol,Automatic,72190.05,2,144380.1,51254.9355
09-03-2021,Car1,Third Party,Diesel,Manual,37635.7,1,37635.7,28226.775
09-03-2021,Car2,Third Party,Petrol,Automatic,62781.44,3,188344.32,37668.864
09-03-2021,Car2,Third Party,Petrol,Manual,21851.49,2,43702.98,16388.6175
10-03-2021,Car2,Pre Book,Diesel,Automatic,78787.82,3,236363.46,51999.9612
10-03-2021,Car3,Pre Book,Diesel,Automatic,74633.27,5,373166.35,47765.2928
10-03-2021,Car3,Direct Sale,Petrol,Automatic,15174.26,2,30348.52,11380.695
10-03-2021,Car3,Third Party,Petrol,Manual,82715.1,4,330860.4,53764.815
10-03-2021,Car1,Direct Sale,Petrol,Manual,80848.38,1,80848.38,54976.8984
10-03-2021,Car2,Pre Book,Petrol,Automatic,52313.73,3,156941.19,31388.238
11-03-2021,Car1,Third Party,Diesel,Automatic,89556.12,4,358224.48,53733.672
11-03-2021,Car1,Third Party,Diesel,Automatic,75578.84,2,151157.68,54416.7648
11-03-2021,Car2,Pre Book,Diesel,Automatic,39779.36,1,39779.36,24663.2032
11-03-2021,Car2,Third Party,Diesel,Automatic,35035.81,5,175179.05,21722.2022
11-03-2021,Car2,Third Party,Diesel,Automatic,81655.99,4,326623.96,50626.7138
11-03-2021,Car2,Pre Book,Petrol,Automatic,62528.37,4,250113.48,43144.5753
11-03-2021,Car3,Pre Book,Petrol,Manual,59997.59,3,179992.77,38398.4576
11-03-2021,Car2,Direct Sale,Petrol,Manual,18955.8,5,94779,14216.85
11-03-2021,Car3,Third Party,Petrol,Manual,44267.89,4,177071.56,29659.4863
12-03-2021,Car2,Direct Sale,Diesel,Manual,68703.75,1,68703.75,46718.55
12-03-2021,Car2,Direct Sale,Diesel,Manual,35694.2,1,35694.2,22130.404
12-03-2021,Car1,Third Party,Diesel,Manual,65659.2,4,262636.8,42021.888
12-03-2021,Car1,Pre Book,Diesel,Manual,48845,1,48845,36633.75
12-03-2021,Car1,Pre Book,Diesel,Automatic,28286.51,4,113146.04,18386.2315
12-03-2021,Car1,Direct Sale,Diesel,Automatic,75152.87,5,375764.35,52607.009
12-03-2021,Car3,Pre Book,Diesel,Manual,23926.6,5,119633,16270.088
12-03-2021,Car1,Third Party,Diesel,Manual,38277.82,1,38277.82,25646.1394
12-03-2021,Car3,Third Party,Petrol,Manual,40572.15,4,162288.6,26777.619
12-03-2021,Car2,Third Party,Petrol,Automatic,17817.47,3,53452.41,12650.4037
13-03-2021,Car2,Pre Book,Diesel,Manual,59913.41,5,299567.05,41340.2529
13-03-2021,Car2,Pre Book,Diesel,Automatic,22320.75,4,89283,13615.6575
13-03-2021,Car3,Third Party,Diesel,Automatic,63734.1,5,318670.5,40789.824
13-03-2021,Car3,Direct Sale,Petrol,Manual,39441.1,2,78882.2,29186.414
13-03-2021,Car1,Pre Book,Petrol,Automatic,27608.86,2,55217.72,19050.1134
13-03-2021,Car3,Direct Sale,Petrol,Automatic,62339.11,5,311695.55,37403.466
13-03-2021,Car1,Direct Sale,Petrol,Automatic,62900.45,1,62900.45,38369.2745
14-03-2021,Car2,Pre Book,Diesel,Manual,40356.33,1,40356.33,24213.798
14-03-2021,Car3,Direct Sale,Diesel,Automatic,41063.03,5,205315.15,30386.6422
14-03-2021,Car1,Pre Book,Diesel,Automatic,38734.28,5,193671.4,26339.3104
14-03-2021,Car1,Pre Book,Petrol,Manual,76996.38,4,307985.52,50047.647
14-03-2021,Car1,Third Party,Petrol,Automatic,33190.82,4,132763.28,21905.9412
14-03-2021,Car1,Direct Sale,Petrol,Manual,66071.5,3,198214.5,46910.765
14-03-2021,Car2,Third Party,Petrol,Automatic,40704.82,4,162819.28,26865.1812
14-03-2021,Car3,Third Party,Petrol,Automatic,43536.14,3,130608.42,32652.105
14-03-2021,Car2,Third Party,Petrol,Automatic,31770.95,3,95312.85,23828.2125
15-03-2021,Car2,Pre Book,Diesel,Automatic,71532.62,1,71532.62,48642.1816
15-03-2021,Car2,Pre Book,Petrol,Automatic,33311.07,2,66622.14,21319.0848
15-03-2021,Car2,Third Party,Petrol,Manual,85417.12,3,256251.36,57229.4704
15-03-2021,Car2,Third Party,Petrol,Manual,27487.77,3,82463.31,16492.662
15-03-2021,Car2,Third Party,Petrol,Manual,19683.32,4,78733.28,14762.49
16-03-2021,Car1,Direct Sale,Diesel,Manual,80579.85,2,161159.7,58017.492
16-03-2021,Car3,Direct Sale,Diesel,Automatic,58730.08,1,58730.08,35238.048
16-03-2021,Car3,Direct Sale,Petrol,Automatic,73236.7,1,73236.7,49068.589
16-03-2021,Car3,Direct Sale,Petrol,Automatic,60623.96,3,181871.88,40618.0532
16-03-2021,Car2,Pre Book,Petrol,Manual,23515.55,2,47031.1,17401.507
16-03-2021,Car3,Pre Book,Petrol,Automatic,79365.51,2,158731.02,57936.8223
16-03-2021,Car3,Pre Book,Petrol,Automatic,21781.42,5,108907.1,14157.923
17-03-2021,Car2,Pre Book,Diesel,Manual,20023.02,4,80092.08,13815.8838
17-03-2021,Car1,Pre Book,Diesel,Manual,38857.83,3,116573.49,28366.2159
17-03-2021,Car2,Pre Book,Diesel,Automatic,19679.56,4,78718.24,11807.736
17-03-2021,Car3,Third Party,Diesel,Manual,81935.18,5,409675.9,61451.385
17-03-2021,Car2,Direct Sale,Petrol,Manual,47032.88,1,47032.88,29630.7144
18-03-2021,Car1,Third Party,Diesel,Manual,38853.72,5,194268.6,24477.8436
18-03-2021,Car2,Pre Book,Diesel,Automatic,45832.02,4,183328.08,28415.8524
18-03-2021,Car1,Direct Sale,Petrol,Manual,46827.9,1,46827.9,31842.972
19-03-2021,Car1,Direct Sale,Petrol,Automatic,35121.54,2,70243.08,23531.4318
19-03-2021,Car1,Third Party,Petrol,Automatic,72805.69,1,72805.69,53148.1537
19-03-2021,Car1,Pre Book,Petrol,Automatic,81364.13,4,325456.52,52886.6845
19-03-2021,Car2,Pre Book,Petrol,Manual,61881.87,3,185645.61,37747.9407
20-03-2021,Car3,Direct Sale,Diesel,Manual,83889.12,4,335556.48,57883.4928
20-03-2021,Car3,Direct Sale,Diesel,Manual,43219.45,4,172877.8,27660.448
20-03-2021,Car1,Pre Book,Petrol,Manual,21853.06,2,43706.12,15515.6726
20-03-2021,Car2,Third Party,Petrol,Manual,22975.3,4,91901.2,16542.216
21-03-2021,Car2,Direct Sale,Diesel,Manual,41940.66,5,209703.3,26422.6158
21-03-2021,Car2,Direct Sale,Petrol,Manual,30808.61,2,61617.22,21566.027
21-03-2021,Car2,Third Party,Petrol,Manual,22276.37,4,89105.48,16707.2775
21-03-2021,Car1,Third Party,Petrol,Manual,44771.1,1,44771.1,29548.926
22-03-2021,Car1,Third Party,Diesel,Automatic,77737.39,4,310949.56,55193.5469
22-03-2021,Car3,Direct Sale,Diesel,Automatic,41744.71,3,125234.13,30473.6383
22-03-2021,Car3,Third Party,Diesel,Automatic,30299.6,5,151498,20300.732
22-03-2021,Car2,Direct Sale,Petrol,Manual,45141.54,5,225707.7,29342.001
22-03-2021,Car1,Third Party,Petrol,Manual,27330.41,1,27330.41,19677.8952
22-03-2021,Car2,Third Party,Petrol,Manual,72783.54,4,291134.16,50948.478
22-03-2021,Car3,Direct Sale,Petrol,Automatic,58829.69,5,294148.45,43533.9706
22-03-2021,Car1,Pre Book,Petrol,Manual,79963.78,3,239891.34,56774.2838
22-03-2021,Car3,Direct Sale,Petrol,Manual,18344.11,1,18344.11,13574.6414
22-03-2021,Car2,Direct Sale,Petrol,Automatic,72386.16,1,72386.16,47051.004
23-03-2021,Car1,Third Party,Diesel,Manual,46461.11,5,232305.55,32987.3881
23-03-2021,Car1,Third Party,Diesel,Automatic,21192.91,3,63578.73,15470.8243
23-03-2021,Car1,Third Party,Petrol,Automatic,78996.36,1,78996.36,56877.3792
23-03-2021,Car2,Direct Sale,Petrol,Automatic,84321.53,5,421607.65,51436.1333
24-03-2021,Car3,Direct Sale,Diesel,Manual,46750.14,1,46750.14,28517.5854
24-03-2021,Car1,Pre Book,Diesel,Automatic,32926.09,5,164630.45,19755.654
24-03-2021,Car3,Pre Book,Diesel,Automatic,86076.46,1,86076.46,55949.699
24-03-2021,Car1,Direct Sale,Diesel,Manual,83625.12,2,167250.24,59373.8352
24-03-2021,Car1,Pre Book,Diesel,Automatic,53546.66,4,214186.64,34269.8624
24-03-2021,Car2,Third Party,Petrol,Manual,36949.13,2,73898.26,25125.4084
25-03-2021,Car3,Third Party,Petrol,Manual,31282.74,5,156413.7,20333.781
25-03-2021,Car2,Pre Book,Petrol,Manual,28538.87,1,28538.87,20262.5977
26-03-2021,Car3,Pre Book,Diesel,Manual,87905.95,3,263717.85,63292.284
26-03-2021,Car3,Third Party,Diesel,Manual,20760.56,3,62281.68,14947.6032
26-03-2021,Car2,Pre Book,Diesel,Manual,60135.51,5,300677.55,37885.3713
26-03-2021,Car3,Direct Sale,Petrol,Automatic,49879.14,1,49879.14,37409.355
26-03-2021,Car2,Direct Sale,Petrol,Manual,89916.95,3,269750.85,62042.6955
26-03-2021,Car2,Direct Sale,Petrol,Manual,46987.48,1,46987.48,31481.6116
26-03-2021,Car3,Third Party,Petrol,Manual,60070.91,1,60070.91,36042.546
27-03-2021,Car3,Pre Book,Diesel,Automatic,81276.3,1,81276.3,48765.78
27-03-2021,Car1,Direct Sale,Diesel,Manual,88307.86,1,88307.86,53867.7946
27-03-2021,Car2,Direct Sale,Diesel,Manual,54715.02,3,164145.06,32829.012
27-03-2021,Car2,Direct Sale,Diesel,Automatic,42123.53,5,210617.65,29907.7063
27-03-2021,Car1,Pre Book,Diesel,Manual,48212.2,5,241061,32784.296
27-03-2021,Car1,Third Party,Diesel,Automatic,60615.85,5,303079.25,40612.6195
27-03-2021,Car2,Third Party,Diesel,Manual,20481.38,5,102406.9,13722.5246
27-03-2021,Car2,Direct Sale,Petrol,Manual,35187.12,1,35187.12,21816.0144
27-03-2021,Car3,Direct Sale,Petrol,Automatic,35030.63,2,70061.26,22769.9095
27-03-2021,Car1,Pre Book,Petrol,Automatic,61672.72,4,246690.88,45637.8128
28-03-2021,Car1,Third Party,Diesel,Manual,23726.89,3,71180.67,14947.9407
28-03-2021,Car1,Third Party,Diesel,Manual,66926.57,1,66926.57,42163.7391
28-03-2021,Car1,Pre Book,Diesel,Manual,25176.62,3,75529.86,16616.5692
